id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
45452,2400, 36 months,12.99%,B,TeamHealth,2 years,RENT,30000,Not Verified,Fully Paid,debt_consolidation,333xx,FL,8.76,0,0,0,0,1327,0,0,0,2,2,0
45453,10000, 36 months,14.30%,C,athens city schools,10+ years,MORTGAGE,57984,Source Verified,Fully Paid,other,373xx,TN,1.38,0,1,0,0,16121,0,0,0,2,3,0
45454,35000, 36 months,15.10%,C,Verizon,10+ years,RENT,85000,Verified,Fully Paid,debt_consolidation,108xx,NY,21.01,0,0,0,0,5324,0,0,0,1,1,0
45455,12000, 36 months,19.52%,D,,10+ years,MORTGAGE,38000,Verified,Fully Paid,debt_consolidation,295xx,SC,28.74,0,1,1,0,3975,0,0,1,4,4,1
45456,7500, 36 months,17.76%,D,Zimmer Surgical,10+ years,MORTGAGE,51000,Not Verified,Fully Paid,debt_consolidation,446xx,OH,13.84,1,0,0,0,9861,0,0,1,2,3,0
45457,34475, 36 months,17.10%,C,Financial Broker Dealer,4 years,RENT,170000,Source Verified,Fully Paid,debt_consolidation,069xx,CT,16.69,0,0,0,0,5751,0,0,0,7,10,0
45458,18250, 36 months,6.97%,A,Elk Grove Unified School District,10+ years,MORTGAGE,82000,Verified,Fully Paid,credit_card,956xx,CA,21.54,0,1,0,0,34075,0,0,0,4,5,0
45459,24250, 60 months,9.25%,A,Orange County Sheriff Office,10+ years,MORTGAGE,54000,Verified,Fully Paid,debt_consolidation,109xx,NY,26.33,0,0,0,0,14627,0,0,0,6,8,0
45460,14825, 60 months,22.40%,E,Plum borough school district,10+ years,RENT,42000,Source Verified,Charged Off,major_purchase,150xx,PA,26.2,0,2,0,0,5033,0,0,0,4,4,0
45461,3825, 36 months,18.55%,D,Interstate Batteries,1 year,RENT,30000,Not Verified,Fully Paid,other,923xx,CA,11.36,0,0,0,0,1317,0,0,0,5,5,0
45462,19200, 60 months,24.08%,F,U.S. Coast Guard ,10+ years,RENT,80000,Source Verified,Charged Off,debt_consolidation,207xx,MD,24.48,0,1,0,0,6361,0,0,0,7,8,0
45463,16000, 36 months,9.99%,B,frito lay,8 years,MORTGAGE,96000,Source Verified,Fully Paid,debt_consolidation,925xx,CA,19.06,1,0,0,0,17262,0,0,1,6,6,0
45464,35000, 36 months,18.55%,D,Oregon Clinic,8 years,RENT,80636,Verified,Fully Paid,credit_card,972xx,OR,23.17,0,1,0,0,2926,0,0,0,6,7,0
45465,10000, 36 months,19.20%,D,Invesca Development,2 years,RENT,57000,Source Verified,Fully Paid,credit_card,331xx,FL,31.99,0,1,0,0,3836,0,0,0,6,6,0
45466,34000, 60 months,22.40%,E,City of lufkin,5 years,MORTGAGE,91500,Source Verified,Fully Paid,debt_consolidation,759xx,TX,19.63,0,0,0,0,9046,0,0,0,6,6,0
45467,20500, 60 months,16.20%,C,Olga's Kitchen Inc,1 year,MORTGAGE,47000,Verified,Fully Paid,debt_consolidation,481xx,MI,19.84,0,1,1,0,9947,0,0,0,5,7,1
45468,12025, 36 months,19.52%,D,Bateman Civil Survey ,< 1 year,RENT,45000,Verified,Fully Paid,debt_consolidation,276xx,NC,33.13,0,1,0,0,3389,0,0,0,2,4,0
45469,15600, 36 months,10.99%,B,AWI,9 years,RENT,75000,Source Verified,Charged Off,debt_consolidation,115xx,NY,21.01,0,0,0,0,3219,0,0,1,7,7,0
45470,5500, 36 months,9.99%,B,University of Texas at San Antonio,8 years,MORTGAGE,31000,Verified,Fully Paid,credit_card,782xx,TX,8.52,0,1,0,0,19131,0,0,1,4,6,0
45471,3000, 36 months,18.55%,D,pse,6 years,OWN,170000,Verified,Fully Paid,other,983xx,WA,8.92,1,2,0,0,85414,0,0,0,3,3,0
45472,15000, 60 months,15.10%,C,Modern movers llc ,3 years,RENT,45000,Verified,Fully Paid,car,372xx,TN,23.28,0,0,0,0,3887,0,0,0,3,5,0
45473,10000, 36 months,10.99%,B,County Of RIverside,1 year,OWN,36000,Not Verified,Charged Off,major_purchase,923xx,CA,7.93,0,0,0,0,2385,0,0,0,3,4,0
45474,27050, 60 months,16.20%,C,LASC - Mental Health,5 years,MORTGAGE,60816,Source Verified,Fully Paid,debt_consolidation,917xx,CA,27.27,0,1,0,0,20085,0,0,1,1,2,0
45475,5200, 36 months,11.99%,B,Nason Hospital,10+ years,MORTGAGE,36000,Verified,Fully Paid,debt_consolidation,166xx,PA,23.07,1,1,0,0,15089,0,0,3,3,3,0
45476,28000, 36 months,12.99%,B,VALLEY HEALTH,8 years,MORTGAGE,115000,Verified,Fully Paid,credit_card,226xx,VA,17.2,0,0,0,0,45230,0,0,0,3,3,0
45477,15000, 60 months,15.61%,C,Cargill Kitchen Solutions,5 years,MORTGAGE,58500,Verified,Fully Paid,debt_consolidation,563xx,MN,17.19,0,1,1,0,26260,0,0,0,3,3,1
45478,16425, 36 months,10.99%,B,Valley Animal Hospital,8 years,RENT,38000,Not Verified,Fully Paid,debt_consolidation,074xx,NJ,28.04,0,0,0,0,4202,0,0,0,4,6,0
45479,15000, 36 months,14.30%,C,Sales,10+ years,RENT,65000,Verified,Charged Off,credit_card,606xx,IL,32.47,0,0,0,0,4875,0,0,0,6,7,0
45480,15000, 60 months,14.30%,C,Branch Banking and trust,7 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,226xx,VA,16.26,0,0,0,0,13037,0,0,0,5,8,0
45481,10500, 36 months,17.10%,C,UNITED PARCEL SERVICE,10+ years,RENT,30000,Not Verified,Fully Paid,debt_consolidation,787xx,TX,16.64,0,1,0,0,3149,0,0,0,3,3,0
45482,15000, 36 months,11.99%,B,Norfolk Southern,4 years,OWN,46000,Source Verified,Charged Off,credit_card,304xx,GA,13.62,0,0,0,0,656,0,0,0,3,5,0
45483,3000, 36 months,18.55%,D,block iron and supply,10+ years,MORTGAGE,61650,Verified,Fully Paid,other,548xx,WI,21.31,0,0,0,0,8342,0,0,0,8,9,0
45484,11650, 60 months,14.30%,C,Jetblue Airways,7 years,RENT,43000,Verified,Fully Paid,debt_consolidation,017xx,MA,21.23,0,0,0,0,5777,0,0,0,5,7,0
45485,16000, 60 months,16.20%,C,United States Air Force,10+ years,MORTGAGE,85000,Verified,Fully Paid,debt_consolidation,917xx,CA,19,0,0,0,0,3009,0,0,0,3,3,0
45486,8800, 36 months,12.99%,B,MeadWestvaco ,3 years,MORTGAGE,60000,Not Verified,Charged Off,debt_consolidation,294xx,SC,16.81,0,1,0,0,18389,0,0,0,4,5,0
45487,22750, 60 months,10.99%,B,United Technologies,4 years,MORTGAGE,52000,Verified,Fully Paid,credit_card,342xx,FL,18.95,0,0,0,0,26792,0,0,0,3,3,0
45488,7200, 36 months,18.55%,D,"Wendy's of Bloomington, Inc.",5 years,RENT,83150.86,Not Verified,Fully Paid,credit_card,983xx,WA,11.49,0,1,1,0,2584,0,0,0,2,2,1
45489,19125, 60 months,15.61%,C,All-Lifts Inc.,10+ years,MORTGAGE,43000,Verified,Fully Paid,credit_card,120xx,NY,19.79,0,2,0,0,14300,0,0,0,6,6,0
45490,2000, 36 months,16.20%,C,,n/a,MORTGAGE,61000,Source Verified,Fully Paid,home_improvement,368xx,AL,14.71,0,2,0,0,3046,0,0,0,5,6,0
45491,16000, 60 months,17.10%,C,Childrens hospital Dallas Tx,5 years,OWN,90000,Source Verified,Charged Off,credit_card,760xx,TX,17.59,0,2,0,0,16627,0,0,0,4,5,0
45492,16000, 36 months,19.52%,D,Chello Latin America LLC,3 years,RENT,100000,Verified,Fully Paid,debt_consolidation,331xx,FL,12.19,0,0,0,0,1969,0,0,0,4,4,0
45493,10350, 36 months,21.70%,E,kroger,10+ years,RENT,35000,Not Verified,Charged Off,other,432xx,OH,10.49,0,0,0,0,1392,0,0,0,2,3,0
45494,5075, 36 months,20.20%,D,Keco Energy Inc.,10+ years,RENT,43850,Verified,Fully Paid,other,180xx,PA,6.65,0,3,1,0,271,0,0,1,6,9,1
45495,28000, 60 months,11.99%,B,Trader Joe's,9 years,MORTGAGE,82000,Source Verified,Fully Paid,debt_consolidation,341xx,FL,14.15,0,1,0,0,35385,0,0,0,4,8,0
45496,11200, 36 months,17.10%,C,Goodwill,10+ years,RENT,80000,Source Verified,Fully Paid,credit_card,956xx,CA,16.88,0,0,0,0,9886,0,0,0,2,2,0
45497,10000, 36 months,10.99%,B,Northwestern Mutual,10+ years,MORTGAGE,100000,Not Verified,Fully Paid,debt_consolidation,454xx,OH,20.02,0,0,0,0,9449,0,0,1,5,5,0
45498,5000, 36 months,23.40%,E,avalonbay communities,< 1 year,RENT,48500,Not Verified,Fully Paid,debt_consolidation,115xx,NY,14.95,1,1,0,0,4856,0,0,0,2,2,0
45499,7000, 36 months,14.30%,C,Kaiser Permanente,8 years,MORTGAGE,82000,Verified,Fully Paid,car,973xx,OR,11.47,0,0,0,0,11516,0,0,0,4,4,0
45500,4800, 36 months,15.10%,C,Margaritaville/Wells Fargo,6 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,328xx,FL,24.27,0,3,0,0,4144,0,0,0,2,3,0
45501,25000, 60 months,17.76%,D,Burleson St. Joseph Health Center,6 years,MORTGAGE,65000,Source Verified,Charged Off,debt_consolidation,778xx,TX,33.25,0,0,0,0,9630,0,0,0,3,4,0
45502,2000, 36 months,14.30%,C,Canon Business Process SVC,< 1 year,RENT,35000,Not Verified,Fully Paid,credit_card,303xx,GA,24.38,1,1,0,0,3184,0,0,0,4,4,0
45503,10000, 36 months,9.99%,B,MD DLLR DWDAL,7 years,MORTGAGE,73000,Verified,Fully Paid,debt_consolidation,211xx,MD,16.19,2,0,0,0,51500,0,0,1,3,3,0
45504,10000, 36 months,12.99%,B,"B,D. Malcolm",4 years,RENT,29000,Not Verified,Fully Paid,debt_consolidation,327xx,FL,14.77,0,0,0,0,1429,0,0,0,7,7,0
45505,18400, 36 months,9.99%,B,Hybrid Promotions LLC,3 years,RENT,53500,Source Verified,Fully Paid,debt_consolidation,926xx,CA,29.47,0,0,0,0,4864,0,0,0,4,6,0
45506,10000, 36 months,17.76%,D,American National Insurance,10+ years,MORTGAGE,90000,Not Verified,Fully Paid,other,775xx,TX,12.72,0,0,0,0,2644,0,0,0,6,8,0
45507,2050, 36 months,14.30%,C,St. Raymond School,< 1 year,RENT,29290,Not Verified,Fully Paid,debt_consolidation,605xx,IL,13.6,0,1,0,0,2210,0,0,0,1,2,0
45508,16000, 36 months,10.99%,B,North Shore Bank,10+ years,RENT,71589,Not Verified,Fully Paid,credit_card,532xx,WI,10.29,0,0,0,0,5613,0,0,0,2,2,0
45509,7500, 60 months,9.25%,A,Express Scripts,10+ years,MORTGAGE,52000,Verified,Fully Paid,debt_consolidation,432xx,OH,15.58,0,0,0,0,8136,0,0,0,2,5,0
45510,24000, 36 months,10.99%,B,LogiGear,7 years,RENT,180000,Source Verified,Fully Paid,debt_consolidation,951xx,CA,22.21,0,0,0,0,11077,0,0,0,10,10,0
45511,10500, 36 months,10.99%,B,Crystal cleaner,10+ years,OWN,30000,Not Verified,Fully Paid,credit_card,191xx,PA,12.32,0,1,0,0,537,0,0,0,9,11,0
45512,19600, 60 months,23.70%,F,,n/a,MORTGAGE,114000,Verified,Fully Paid,other,860xx,AZ,11.38,0,2,0,0,9013,0,0,3,3,3,0
45513,10000, 36 months,12.99%,B,american drywall service,2 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,937xx,CA,20.56,0,0,0,0,2989,0,0,0,4,4,0
45514,9175, 36 months,9.99%,B,Westak,7 years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,951xx,CA,17.66,0,0,0,0,22532,0,0,0,8,8,0
45515,2700, 36 months,18.55%,D,,n/a,OWN,16000,Verified,Fully Paid,credit_card,802xx,CO,4.73,0,2,1,0,11068,0,0,0,2,2,1
45516,8325, 36 months,18.55%,D,,n/a,RENT,46728,Verified,Charged Off,small_business,112xx,NY,34.62,0,0,0,0,6723,0,0,0,1,2,0
45517,4000, 36 months,19.20%,D,Walmart,7 years,MORTGAGE,85000,Not Verified,Fully Paid,medical,727xx,AR,14.58,0,3,0,0,42374,0,0,0,3,4,0
45518,22750, 60 months,23.70%,F,MTA Bus Company,10+ years,MORTGAGE,65000,Verified,Fully Paid,home_improvement,114xx,NY,22.26,1,2,0,0,48687,1,0,3,5,5,0
45519,11000, 36 months,6.97%,A,Georgia Power Co.,10+ years,MORTGAGE,70000,Verified,Fully Paid,debt_consolidation,306xx,GA,20.81,0,0,0,0,16807,0,0,0,3,6,0
45520,18000, 60 months,21.00%,E,Liebherr Mining Equipment,2 years,MORTGAGE,63849.62,Verified,Fully Paid,credit_card,827xx,WY,22.14,0,0,1,0,19164,0,0,0,4,4,1
45521,5600, 36 months,17.10%,C,Catalina Corp.,3 years,RENT,38500,Not Verified,Charged Off,debt_consolidation,926xx,CA,23.94,0,2,0,0,1007,0,0,1,3,4,0
45522,7500, 36 months,16.20%,C,GE Healthcare,10+ years,RENT,75000,Not Verified,Fully Paid,credit_card,458xx,OH,5.39,0,0,0,0,961,0,0,1,5,5,0
45523,20000, 36 months,6.97%,A,Sorenson COmmunications,5 years,MORTGAGE,88000,Verified,Fully Paid,debt_consolidation,023xx,MA,11.05,0,0,0,0,30938,0,0,0,4,7,0
45524,15000, 60 months,15.10%,C,Anheuser Busch LLC,10+ years,MORTGAGE,105000,Verified,Fully Paid,debt_consolidation,913xx,CA,13.41,1,0,0,0,38198,0,0,0,4,4,0
45525,12725, 60 months,16.20%,C,Department of Defense,8 years,MORTGAGE,61000,Verified,Charged Off,credit_card,674xx,KS,23.86,0,2,1,0,29948,0,0,0,2,3,1
45526,12000, 36 months,19.52%,D,"Granite State Stamps, Inc.",10+ years,RENT,60000,Source Verified,Fully Paid,debt_consolidation,031xx,NH,16.46,0,1,1,0,1828,0,0,0,4,4,1
45527,30000, 36 months,15.10%,C,mcgavock nissan,10+ years,MORTGAGE,155000,Source Verified,Fully Paid,credit_card,794xx,TX,6.7,0,3,0,0,33519,0,0,0,5,5,0
45528,8000, 36 months,15.61%,C,"Commeg Systems, Inc ",9 years,RENT,35000,Not Verified,Charged Off,debt_consolidation,601xx,IL,19.2,0,2,1,0,1674,0,0,1,1,2,1
45529,29700, 60 months,17.10%,C,BAKER HUGHES INC,6 years,MORTGAGE,84000,Verified,Charged Off,debt_consolidation,933xx,CA,18.14,0,0,0,0,14840,0,0,0,6,8,0
45530,20000, 36 months,12.99%,B,Social Security administration ,3 years,RENT,81000,Verified,Fully Paid,debt_consolidation,660xx,KS,16.18,0,0,0,0,24967,0,0,0,5,5,0
45531,5000, 36 months,17.10%,C,Washington State Attorney General,10+ years,RENT,76992,Verified,Fully Paid,debt_consolidation,980xx,WA,5.53,0,0,0,0,1834,0,0,0,4,4,0
45532,18000, 60 months,24.99%,F,publix supermarkets,10+ years,MORTGAGE,50000,Verified,Fully Paid,other,331xx,FL,31.2,2,0,0,0,19960,0,0,2,3,3,0
45533,7200, 36 months,15.10%,C,Defense Logistics Agency,4 years,MORTGAGE,42500,Not Verified,Fully Paid,vacation,840xx,UT,0.71,0,0,1,0,37897,0,0,0,1,1,1
45534,20400, 36 months,19.20%,D,,10+ years,OWN,125000,Source Verified,Fully Paid,credit_card,756xx,TX,11.04,0,0,0,0,2384,0,0,0,6,7,0
45535,5500, 36 months,11.99%,B,RadioFirst,8 years,MORTGAGE,50000,Source Verified,Fully Paid,debt_consolidation,480xx,MI,19.75,0,0,1,0,5772,0,0,0,4,7,1
45536,18200, 36 months,8.60%,A,,n/a,MORTGAGE,62000,Verified,Fully Paid,debt_consolidation,300xx,GA,32.28,0,0,0,0,27716,0,0,0,1,2,0
45537,15000, 36 months,23.10%,E,applebees,4 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,067xx,CT,17.57,0,2,0,0,4795,0,0,1,4,4,0
45538,12000, 60 months,15.61%,C,General Dynamics Information Technology,10+ years,MORTGAGE,148000,Source Verified,Fully Paid,credit_card,201xx,VA,11.89,0,0,0,0,41488,0,0,1,1,1,0
45539,28000, 60 months,14.30%,C,The Motive Group,2 years,RENT,80000,Source Verified,Fully Paid,debt_consolidation,802xx,CO,12.93,0,0,0,0,3591,0,0,0,3,4,0
45540,15000, 36 months,9.99%,B,Second Baptist Church South Hadley,4 years,MORTGAGE,95000,Source Verified,Fully Paid,debt_consolidation,010xx,MA,17.29,0,1,0,0,37035,0,0,1,2,2,0
45541,12000, 36 months,9.99%,B,Hanger Clinic,5 years,MORTGAGE,100000,Source Verified,Fully Paid,credit_card,553xx,MN,13.42,0,0,1,0,3608,0,0,0,4,5,1
45542,13750, 60 months,17.76%,D,Internal Revenue Service,10+ years,RENT,45341,Verified,Charged Off,debt_consolidation,926xx,CA,10.69,1,0,0,0,2627,0,0,2,1,1,0
45543,29175, 36 months,9.25%,A,Prince William County Government,3 years,RENT,65000,Verified,Fully Paid,debt_consolidation,221xx,VA,25.21,1,0,0,0,10790,0,0,0,3,5,0
45544,24000, 36 months,9.25%,A,Albertsons,6 years,MORTGAGE,124000,Source Verified,Fully Paid,credit_card,983xx,WA,10.04,0,1,0,0,71289,0,0,0,4,4,0
45545,10000, 36 months,7.62%,A,"Concepts of Independence, Inc.",3 years,RENT,45000,Source Verified,Fully Paid,debt_consolidation,103xx,NY,17.14,0,0,1,0,475,0,0,0,3,9,0
45546,28000, 60 months,12.99%,B,CSAA Insurance Group,10+ years,MORTGAGE,133000,Source Verified,Fully Paid,debt_consolidation,945xx,CA,10.55,0,1,0,0,62245,0,0,0,2,3,0
45547,5675, 36 months,7.62%,A,JP Morgan Chase,3 years,MORTGAGE,65000,Source Verified,Fully Paid,credit_card,430xx,OH,3.4,0,0,0,0,22691,0,0,0,4,5,0
45548,18000, 36 months,9.99%,B,Massachusetts State Police,2 years,MORTGAGE,88000,Not Verified,Fully Paid,debt_consolidation,020xx,MA,10.7,0,1,0,0,38967,0,0,0,3,4,0
45549,12000, 60 months,11.99%,B,W.R. Grace & Co.,7 years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,373xx,TN,13.92,0,0,2,0,18385,0,0,0,2,2,0
45550,24000, 36 months,9.25%,A,DOJ/Federal Bureau of Investigation,10+ years,MORTGAGE,118000,Source Verified,Fully Paid,credit_card,880xx,NM,18.05,0,0,0,0,43426,0,0,0,2,3,0
45551,9500, 36 months,10.99%,B,Miami Dade Transit,8 years,MORTGAGE,39000,Verified,Fully Paid,debt_consolidation,330xx,FL,8.95,0,2,0,0,25437,0,0,1,5,6,0
45552,9000, 36 months,13.67%,B,KIT Network Cabling,8 years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,170xx,PA,9.76,0,0,1,0,2520,0,0,0,2,2,1
45553,20000, 60 months,23.70%,F,Edward Jones,10+ years,MORTGAGE,59000,Source Verified,Fully Paid,debt_consolidation,784xx,TX,25.69,0,0,0,0,8745,0,0,0,4,4,0
45554,15000, 36 months,10.99%,B,A.M.L.L. CORP,10+ years,MORTGAGE,91136,Verified,Fully Paid,credit_card,331xx,FL,28.81,2,0,0,0,34301,0,0,0,6,8,0
45555,10000, 36 months,11.99%,B,,n/a,MORTGAGE,52800,Source Verified,Charged Off,credit_card,791xx,TX,18.27,0,1,0,0,4438,0,0,2,4,4,0
45556,20000, 36 months,17.76%,D,JPMorgan,10+ years,RENT,140000,Verified,Charged Off,credit_card,100xx,NY,12.66,0,0,0,0,3046,0,0,1,1,1,0
45557,5500, 36 months,11.99%,B,,n/a,RENT,19000,Verified,Fully Paid,debt_consolidation,430xx,OH,12.88,0,0,2,0,649,0,0,0,1,5,1
45558,1400, 36 months,13.67%,B,AmeriCU Credit Union,6 years,OWN,35000,Source Verified,Fully Paid,home_improvement,134xx,NY,30.96,0,0,1,0,2394,0,0,0,3,4,1
45559,17050, 36 months,19.20%,D,City of East Point,8 years,OWN,93000,Verified,Charged Off,debt_consolidation,303xx,GA,22.81,0,1,0,0,3320,0,0,0,8,9,0
45560,28000, 60 months,17.10%,C,Fairway Independent Mortgage Co,2 years,MORTGAGE,120000,Verified,Charged Off,debt_consolidation,060xx,CT,13,0,0,0,0,30342,0,0,1,2,5,0
45561,3000, 36 months,18.55%,D,top hat inc.,10+ years,RENT,75000,Source Verified,Fully Paid,credit_card,115xx,NY,3.92,0,0,0,0,833,0,0,0,5,5,0
45562,24000, 60 months,16.20%,C,,n/a,MORTGAGE,57072,Verified,Fully Paid,debt_consolidation,786xx,TX,14.53,0,0,0,0,17829,0,0,0,3,5,0
45563,5700, 36 months,14.30%,C,City of Santa Cruz,2 years,RENT,30000,Not Verified,Fully Paid,debt_consolidation,950xx,CA,18.96,0,0,0,0,1763,0,0,0,6,6,0
45564,16000, 36 months,14.30%,C,Genesis Healthcare,8 years,MORTGAGE,80000,Source Verified,Charged Off,debt_consolidation,015xx,MA,22.16,0,1,1,0,11784,0,0,0,6,7,1
45565,8000, 36 months,7.62%,A,,n/a,MORTGAGE,50000,Verified,Fully Paid,other,945xx,CA,15.17,1,0,0,0,24049,0,0,0,1,5,0
45566,2000, 36 months,16.20%,C,,n/a,RENT,34000,Verified,Fully Paid,home_improvement,060xx,CT,16.57,0,2,0,0,2418,0,0,0,5,6,0
45567,15000, 36 months,10.99%,B,"Commonwealth of Virginia, Dept of Tax",1 year,MORTGAGE,55000,Source Verified,Fully Paid,credit_card,232xx,VA,7.81,0,0,0,0,52884,0,0,1,2,2,0
45568,30000, 36 months,12.99%,B,Bank of Michigan,1 year,MORTGAGE,130000,Verified,Fully Paid,debt_consolidation,480xx,MI,19.43,0,0,0,0,25324,0,0,1,4,4,0
45569,12000, 60 months,23.70%,F,RR Donnelley,4 years,RENT,45000,Verified,Fully Paid,debt_consolidation,925xx,CA,6.35,0,3,0,0,858,0,0,0,5,6,0
45570,15000, 36 months,7.62%,A,Arin Incorporated,3 years,MORTGAGE,100000,Source Verified,Fully Paid,home_improvement,480xx,MI,11.92,3,1,0,0,9518,0,0,1,5,8,0
45571,12375, 60 months,24.50%,F,Bar Frites,3 years,RENT,57000,Verified,Fully Paid,debt_consolidation,118xx,NY,21.2,0,2,1,0,3148,0,0,0,5,7,1
45572,10000, 36 months,9.99%,B,"local 1010 Pavers, CCA Civil inc",10+ years,RENT,100000,Verified,Fully Paid,debt_consolidation,103xx,NY,4.38,0,0,0,0,959,0,0,0,4,4,0
45573,11000, 60 months,23.10%,E,PROGRESSIVE WASTE,3 years,MORTGAGE,35000,Verified,Fully Paid,home_improvement,701xx,LA,17.14,0,1,0,0,18377,0,0,1,2,3,0
45574,6500, 36 months,12.99%,B,Value City Furnitue,10+ years,RENT,52000,Verified,Fully Paid,credit_card,631xx,MO,5.14,0,0,1,0,707,0,0,0,3,7,1
45575,12000, 36 months,18.55%,D,AT&T,6 years,MORTGAGE,66000,Source Verified,Fully Paid,debt_consolidation,919xx,CA,9,0,3,0,0,25285,0,0,3,5,5,0
45576,14675, 36 months,9.99%,B,Wyle Aerospace,4 years,MORTGAGE,56000,Source Verified,Charged Off,debt_consolidation,310xx,GA,15.48,0,0,0,0,41243,0,0,0,1,3,0
45577,15000, 36 months,10.99%,B,Canon Business Solutions,10+ years,MORTGAGE,41000,Source Verified,Fully Paid,debt_consolidation,066xx,CT,22.04,3,0,0,0,5741,0,0,1,7,7,0
45578,4000, 36 months,13.67%,B,UCLA ,4 years,MORTGAGE,40000,Source Verified,Fully Paid,home_improvement,900xx,CA,14.34,0,0,0,0,35249,0,0,0,3,3,0
45579,24000, 36 months,6.97%,A,ISO,5 years,RENT,88000,Source Verified,Fully Paid,debt_consolidation,073xx,NJ,4.88,0,0,0,0,4369,0,0,0,2,5,0
45580,1500, 36 months,15.10%,C,Astellas Pharma US,5 years,MORTGAGE,135000,Not Verified,Fully Paid,major_purchase,711xx,LA,7.45,0,1,0,0,37044,0,0,0,4,4,0
45581,11500, 36 months,11.99%,B,Buncombe County goverment,10+ years,MORTGAGE,40178.29,Source Verified,Fully Paid,debt_consolidation,287xx,NC,20.22,0,0,0,0,17806,0,0,0,2,3,0
45582,12000, 36 months,12.99%,B,,n/a,MORTGAGE,101000,Verified,Fully Paid,credit_card,452xx,OH,12.5,0,1,0,0,7538,0,0,0,5,5,0
45583,9600, 36 months,14.30%,C,Academy Mortgage Corporation,< 1 year,RENT,65000,Source Verified,Fully Paid,credit_card,334xx,FL,10.56,1,1,1,0,4768,0,0,2,4,4,1
45584,13225, 36 months,12.99%,B,North East ISD,4 years,MORTGAGE,48000,Verified,Fully Paid,other,782xx,TX,23.38,0,2,0,0,20609,0,0,1,1,2,0
45585,8000, 36 months,13.67%,B,The Mid-Ship Group LLC,7 years,MORTGAGE,100000,Not Verified,Fully Paid,debt_consolidation,100xx,NY,4.14,0,1,0,0,41773,0,0,0,2,2,0
45586,26500, 60 months,20.20%,D,Dicks Sporting Goods,10+ years,OWN,60000,Source Verified,Charged Off,debt_consolidation,440xx,OH,18.66,0,0,0,0,11874,0,0,0,3,4,0
45587,20000, 60 months,15.61%,C,Aultman Hospital,7 years,MORTGAGE,104000,Verified,Fully Paid,home_improvement,446xx,OH,9.47,0,3,0,0,35835,0,0,0,2,2,0
45588,2500, 36 months,17.76%,D,Carle Foundation,8 years,MORTGAGE,65000,Source Verified,Fully Paid,vacation,618xx,IL,14.75,0,0,1,0,2664,0,0,0,4,4,1
45589,5000, 36 months,14.30%,C,Thousand Islands Country Club,1 year,RENT,45000,Not Verified,Fully Paid,debt_consolidation,130xx,NY,16.99,1,1,0,0,673,0,0,4,1,2,0
45590,24000, 60 months,10.99%,B,Amgen Inc.,1 year,MORTGAGE,171500,Source Verified,Fully Paid,debt_consolidation,305xx,GA,11.2,0,0,2,0,19805,0,0,0,2,11,0
45591,5200, 36 months,11.99%,B,Mcdonald Hopkins,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,440xx,OH,2.29,0,0,1,0,27751,0,0,1,2,2,1
45592,26000, 60 months,25.89%,G,newpage,10+ years,RENT,74000,Verified,Charged Off,debt_consolidation,267xx,WV,32.5,0,0,1,0,5710,0,0,0,1,1,0
45593,25000, 36 months,15.61%,C,Bank of America,10+ years,MORTGAGE,340000,Verified,Fully Paid,debt_consolidation,930xx,CA,23.39,0,3,0,0,56106,0,0,0,4,6,0
45594,13350, 60 months,17.76%,D,Georgia Southwestern State University,10+ years,MORTGAGE,50571,Source Verified,Fully Paid,credit_card,317xx,GA,21.83,0,0,0,0,14517,0,0,0,6,6,0
45595,15000, 36 months,11.99%,B,APACHE CORPORATION,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,794xx,TX,14.37,0,1,1,0,22837,0,0,0,3,3,1
45596,12000, 36 months,19.52%,D,Zena foods LLC,7 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,070xx,NJ,25.32,0,2,0,0,2548,0,0,0,5,5,0
45597,12000, 36 months,11.99%,B,OHM COOKIE LLC,2 years,RENT,66460,Source Verified,Fully Paid,credit_card,189xx,PA,7.59,0,2,0,0,1220,0,0,0,7,9,0
45598,12000, 36 months,16.20%,C,Special Metals,2 years,MORTGAGE,105000,Not Verified,Fully Paid,credit_card,286xx,NC,8.73,0,1,1,0,13813,0,0,0,5,6,1
45599,7000, 36 months,16.20%,C,USPS,8 years,RENT,56000,Verified,Fully Paid,credit_card,402xx,KY,17.06,0,2,1,0,1814,0,0,1,3,3,1
